model,mlir_baseline,pytorch_eager,pytorch_jit,mlir_rl_v0,mlir_rl_v45,v0_speedup,v45_speedup,count,v0_speedup_calc,v45_speedup_calc,pytorch_eager_speedup,pytorch_jit_speedup
Bench 2546,33156689.0,76714002.0,77992589.0,52307989.0,75070242.0,0.6339,0.4417,1,0.6338742825689591,0.44167553103132395,0.43221169715536417,0.4251261488447319
Bench 2581,1862767227.0,124258.0,131527.0,415784463.0,3964482217.0,4.4801,0.4699,1,4.48012706766294,0.4698639380982245,14991.125134800173,14162.62232849529
Bench 259,56869855.0,32975447.0,32950705.0,244229606.0,183400185.0,0.2329,0.3101,1,0.23285405865167713,0.3100861375903192,1.7246121030595885,1.7259070784676687
Bench 2591,2147252575.0,2028980991.0,2028891216.0,1993741435.0,5293475855.0,1.077,0.4056,1,1.0769965138433308,0.40564132789456164,1.0582911247195612,1.0583379523094154
Bench 2598,191783194.0,30183.0,38795.0,128557028.0,337096782.0,1.4918,0.5689,1,1.4918141542600067,0.5689262082602734,6354.013650067919,4943.5028740817115
Bench 2601,34711727.0,23010.0,31202.0,19166530.0,55174399.0,1.8111,0.6291,1,1.811059539728892,0.6291274146910055,1508.5496305953934,1112.4840394846485
Bench 2603,510121218.0,45476.0,52794.0,286476351.0,4248424134.0,1.7807,0.1201,1,1.7806747964337202,0.12007304400648619,11217.372196323335,9662.484714172066
Bench 2609,39132050.0,9192817.0,9203694.0,89975336.0,39431674.0,0.4349,0.9924,1,0.4349197428948751,0.992401438498401,4.256807244177709,4.251776514951497
Bench 262,1207845.0,19581.0,28051.0,63991112.0,2507787.0,0.0189,0.4816,1,0.01887519941831922,0.48163779459738804,61.6845411368163,43.05889273109693
Bench 2624,29411957.0,125133.0,132653.0,30117559.0,49512970.0,0.9766,0.594,1,0.9765717400935447,0.5940253028650877,235.0455675161628,221.721008948158
Bench 2627,262064230.0,44534.0,52213.0,140567894.0,482280882.0,1.8643,0.5434,1,1.8643249361052532,0.5433850682888981,5884.587730722594,5019.137571102982
Bench 267,23557619.0,5662.0,11453.0,38807504.0,160364302.0,0.607,0.1469,1,0.6070377265180467,0.14690064251331947,4160.653302719887,2056.8950493320526
Bench 2673,642806511.0,16763.0,24626.0,368943479.0,3317611426.0,1.7423,0.1938,1,1.7422899375868899,0.19375581659815516,38346.74646542982,26102.75769511898
Bench 2683,240861868.0,10433077.0,10486860.0,153527536.0,181219771.0,1.5689,1.3291,1,1.5688512580570564,1.3291147354998036,23.086369246579892,22.967968295562255
Bench 2689,2992765636.0,17675911.0,17682989.0,231480575.0,6034230824.0,12.9288,0.496,1,12.92879817669366,0.4959647257935256,169.31323290776922,169.2454616128529
Bench 2692,1179954953.0,7746598.0,7756364.0,251346651.0,6189349392.0,4.6945,0.1906,1,4.694532225933657,0.19064280884274243,152.31911517804332,152.12733092464458
Bench 2706,746446362.0,4434235.0,4460252.0,96420456.0,662639257.0,7.7416,1.1265,1,7.741576766656237,1.1264747056783568,168.33712286335748,167.35519921295926
Bench 2718,9086858.0,4278390.0,4307157.0,68658992.0,19960414.0,0.1323,0.4552,1,0.1323476755965191,0.45524396437869474,2.123896605966263,2.1097113478798195
Bench 2737,133267739.0,302274009.0,306529913.0,168594650.0,792411754.0,0.7905,0.1682,1,0.7904624434998382,0.16817991192997878,0.4408838836024436,0.43476259036422327
Bench 2740,3827883.0,30313.0,40345.0,53060153.0,8048443.0,0.0721,0.4756,1,0.07214232872641735,0.4756054059151565,126.27859334279022,94.87874581732557
Bench 2749,2997661955.0,43367.0,51972.0,925523839.0,12748046426.5,3.2389,0.2351,1,3.2388814082183788,0.23514677109808846,69123.11100606452,57678.4028900177
Bench 2753,11022316253.0,46209308.0,45672939.0,1150086662.0,36789709966.0,9.5839,0.2996,1,9.583900602613893,0.29960323860086174,238.53021674767342,241.33144252004453
Bench 2754,1170743.0,1247405.0,1260197.0,17047268.0,887737.0,0.0687,1.3188,1,0.0686762829093788,1.3187948682999582,0.9385428148836985,0.9290158602186801
Bench 2769,565343941.0,140573720.0,140684555.0,1815250813.0,3153976257.0,0.3114,0.1792,1,0.3114412272680249,0.17924800154892226,4.021690121026889,4.018521727562773
Bench 2814,21293993.0,128088.0,131328.0,43755955.0,51319953.0,0.4867,0.4149,1,0.48665359949291476,0.41492619839304995,166.24502685653613,162.1435870492203
Bench 2820,5414057915.0,31003567.0,31038842.0,641489043.0,24496359511.0,8.4398,0.221,1,8.4398291351642,0.22101479660962836,174.62693615221758,174.42847626209766
Bench 2821,3142592.0,176730.0,180443.0,24107582.0,3655054.0,0.1304,0.8598,1,0.130356997230166,0.8597935899168658,17.781881966842075,17.41598177817926
Bench 2826,1336520008.0,2677908660.0,2697260544.0,3926568407.0,8994119438.0,0.3404,0.1486,1,0.3403786384104119,0.14859931727760095,0.4990909615266713,0.4955101615871188
Bench 283,11794303.0,5189044.0,5217200.0,64872768.0,32260865.0,0.1818,0.3656,1,0.18180668658997254,0.36559165416054407,2.272924068479666,2.260657632446523
Bench 2832,32006234.0,1810714.0,1793000.0,53267015.0,66362373.0,0.6009,0.4823,1,0.600864043160669,0.4822948992496094,17.67602945578374,17.85066034578918
Bench 2859,44502467.0,18386.0,29455.0,29484465.0,86973891.0,1.5094,0.5117,1,1.5093530440521814,0.5116761649769125,2420.4539867290327,1510.8629095230012
Bench 2868,828949899.0,35343.0,43411.0,331016221.0,3065270034.0,2.5043,0.2704,1,2.504257635760998,0.27043291122977126,23454.42942025295,19095.38824261132
Bench 2879,125952812.0,335544.0,343548.0,136212816.0,364373355.0,0.9247,0.3457,1,0.9246766618494988,0.3456696552359049,375.36898886584174,366.62362173553623
Bench 2882,514013828.0,246412332.0,246406331.0,614953496.0,622633221.0,0.8359,0.8255,1,0.8358580467359438,0.8255483495956923,2.085990680044374,2.086041482432527
Bench 2888,408172.0,144571.0,154749.0,30735224.0,405052.0,0.0133,1.0077,1,0.013280267617376076,1.0077027147131725,2.823332480234625,2.6376390154379026
Bench 2889,24777626.0,71826.0,80710.0,50964951.0,45363283.0,0.4862,0.5462,1,0.4861699170475019,0.5462044270473105,344.96736557792445,306.99573782678726
Bench 2912,500709385.0,3003694.0,3340453.0,69496408.0,2172140236.0,7.2048,0.2305,1,7.2048239529156675,0.2305142995380709,166.69786769224828,149.89265976800152
Bench 2920,26344792.0,99098.0,107128.0,37083973.0,36244702.0,0.7104,0.7269,1,0.7104091031454478,0.726859114471406,265.8458495630588,245.91882607721604
Bench 293,65971362.0,98176129.0,99743828.0,120179976.0,197176738.0,0.5489,0.3346,1,0.5489380527085477,0.33457984278043995,0.671969476409077,0.661407962004426
Bench 2934,678567760.0,4010465.0,4021866.0,140910116.0,3696403242.0,4.8156,0.1836,1,4.815607134976739,0.18357514469467073,169.19927240357416,168.71963412008256
Bench 2963,862803884.0,1483617908.0,1484047795.0,794295694.0,1761016908.0,1.0863,0.4899,1,1.086250234663868,0.489946394086524,0.5815539697570165,0.5813855098918832
Bench 2975,899055302.0,44888.0,53652.0,373211396.0,4912110866.0,2.409,0.183,1,2.4089706574769223,0.18302830015970573,20028.856309035822,16757.162864385296
Bench 2984,6082992074.0,376919.0,474509.0,67783806.0,1506341176.0,89.7411,4.0383,1,89.74108172680654,4.038256519119411,16138.724962127142,12819.550470064845
Bench 2985,72692448.0,3518169.0,3495585.0,269918847.0,203390499.0,0.2693,0.3574,1,0.26931223516970637,0.35740336130450223,20.662011404227595,20.795502898656448
Bench 3006,5232226.0,9960068.0,9964869.0,42780549.0,12088491.0,0.1223,0.4328,1,0.12230385355737253,0.43282705839794233,0.5253203090581309,0.5250672136281972
Bench 3009,13385899.0,125541.0,133668.0,40632965.0,47681979.0,0.3294,0.2807,1,0.32943446288007777,0.28073287394384366,106.62571590157798,100.14288386150761
Bench 3016,160767417.0,42505126.0,42763480.0,762807936.0,335907024.0,0.2108,0.4786,1,0.21075739961887338,0.47860689272160023,3.782306562272042,3.759455895544516
Bench 302,1127679872.0,97065579.0,97026861.0,86315283.0,2955855957.0,13.0647,0.3815,1,13.064660542212438,0.381507045135082,11.61771127950517,11.62234725907499
Bench 3038,54592866.0,57732571.0,57752370.0,71763872.0,52526541.0,0.7607,1.0393,1,0.7607291033571879,1.0393386840378467,0.9456164008355007,0.9452922191764598
Bench 3045,2320671064.0,51266272.0,51291290.0,2672019780.0,7789626879.0,0.8685,0.2979,1,0.8685081904595781,0.29791812882030083,45.26701422720966,45.244934646798704
Bench 3046,90599729.0,72692006.0,73147643.0,358938667.0,263806232.0,0.2524,0.3434,1,0.2524100558940338,0.34343286097956927,1.2463506509918023,1.2385871271340896
Bench 3052,2364534522.0,15671797.0,15664666.0,424451499.0,11393349960.0,5.5708,0.2075,1,5.570800262387576,0.20753637255955928,150.87832760978208,150.94701170136662
Bench 3056,268987564.0,1054703919.0,1070278569.0,200799772.0,1294171386.0,1.3396,0.2078,1,1.3395810230302452,0.2078453958338405,0.2550360903703061,0.2513248156050857
Bench 307,120158746.0,49793131.0,49904571.0,678971459.0,447841182.0,0.177,0.2683,1,0.17697171863007574,0.26830660249552485,2.4131590760982675,2.407770342319945
Bench 3070,153625.0,132182.0,135085.0,27954606.0,182022.0,0.0055,0.844,1,0.005495516552799921,0.8439913856566789,1.1622232981797824,1.137246918606803
Bench 3076,25669306.0,1188565.0,1191757.0,86646075.0,39846196.0,0.2963,0.6442,1,0.2962546889746593,0.6442097007202394,21.596888685095053,21.53904361375683
Bench 3084,5693438601.0,84633650.0,84532333.0,554769718.0,8969629991.0,10.2627,0.6347,1,10.262706157656572,0.6347462054413299,67.27157107131738,67.35220002741437
Bench 309,205046764.0,2167985.0,2165122.0,31289707.0,374731773.0,6.5532,0.5472,1,6.553169833133944,0.5471827551703229,94.57942006056315,94.70448501285378
Bench 3090,669089674.0,163430097.0,163467503.0,453980774.0,2948323462.0,1.4738,0.2269,1,1.4738282154653537,0.2269390325124374,4.094041956054153,4.093105123163226
Bench 310,16768678.0,124547.0,132065.0,33180639.0,27618464.0,0.5054,0.6072,1,0.5053753786959919,0.6071546194603726,134.63734975551398,126.97291485253474
Bench 3102,4593123.0,112015.0,117063.0,34541157.0,4352838.0,0.133,1.0552,1,0.1329753661696972,1.0552019165427244,41.00453510690532,39.23633428154071
Bench 3119,11058746135.0,230272.0,237603.0,5436701643.0,44876963904.0,2.0341,0.2464,1,2.0340910465886313,0.24642366980655536,48024.71049454558,46542.9566756312
Bench 3134,18922957306.0,7307313697.0,7422637721.0,74464513942.0,,0.2541,,1,0.254120470332204,,2.5895914819927293,2.5493575218501494
Bench 3136,1750969073.0,399158401.0,399288177.0,7467337630.0,10874884638.0,0.2345,0.161,1,0.23448371558364905,0.16101035838868638,4.386652187736367,4.385226445109593
Bench 3140,152317460.0,271711678.0,271886424.0,299696094.0,697646030.0,0.5082,0.2183,1,0.5082397236715404,0.21833057661060581,0.5605848858656712,0.5602245884847858
Bench 3146,66509924.0,4916253.0,5007578.0,326424253.0,89737309.0,0.2038,0.7412,1,0.20375300973730037,0.74116245228615,13.528580404629299,13.281854820833544
Bench 3151,193661418.0,31946.0,39468.0,168318639.0,267807599.0,1.1506,0.7231,1,1.1505643055966013,0.7231363812047767,6062.149189256871,4906.795834600182
Bench 3154,31383834.0,72194.0,80090.0,123668778.0,57669605.0,0.2538,0.5442,1,0.25377330080838995,0.5442006061945457,434.71526719671994,391.8570857784992
Bench 3164,4606546555.0,5805098.0,5796286.0,2210576359.0,22390184636.0,2.0839,0.2057,1,2.0838667419223946,0.20573955194605123,793.5346750390777,794.7410729905322
Bench 317,230706205.0,28949772.0,28967329.0,1592632334.0,3504189830.0,0.1449,0.0658,1,0.14485842091411413,0.0658372451814347,7.969189014683777,7.964358916212123
Bench 3190,4739105131.0,81383563.0,81405577.0,566000668.0,17196869391.0,8.373,0.2756,1,8.372967381374187,0.2755795269039035,58.23172341324009,58.21597617322951
Bench 3206,4622771420.0,89596.0,97401.0,2608129298.0,,1.7724,,1,1.7724471802624564,,51595.73440778606,47461.23160953173
Bench 3214,758083012.0,495075.0,548778.0,101330217.0,1857177068.0,7.4813,0.4082,1,7.481312430229968,0.4081910255419975,1531.2488249255164,1381.401973111167
Bench 3220,931366548.0,49345108.0,49353949.0,1178284398.0,1038278725.0,0.7904,0.897,1,0.7904429096921641,0.8970294060489393,18.8745467534492,18.871165669032887
Bench 3224,16411344.0,166903.0,212752.0,76204189.0,9462513.0,0.2154,1.7344,1,0.21536012934931964,1.7343536542565383,98.32863399699227,77.13837707753629
Bench 3243,117167672.0,18621.0,29121.0,1113105978.0,214173720.0,0.1053,0.5471,1,0.1052619196336757,0.5470683891562419,6292.233070189571,4023.4769410391127
Bench 3252,156276981.0,125791542.0,125850583.0,1045875696.0,453463099.0,0.1494,0.3446,1,0.14942213649068292,0.3446299849858345,1.2423488774785827,1.2417660472816403
Bench 3262,766856212.0,360863051.0,360862681.0,4907775847.0,3251605021.0,0.1563,0.2358,1,0.15625330820044683,0.23583928768942566,2.1250615985065204,2.1250637773763033
Bench 3264,7162867.0,1060643.0,1066644.0,43507893.0,23950320.0,0.1646,0.2991,1,0.16463373668773157,0.29907187043847433,6.753325105619893,6.715330513273407
Bench 3271,216661.0,5761.0,11038.0,69443387.0,366393.0,0.0031,0.5913,1,0.0031199659083448795,0.591334987295063,37.60822773823989,19.62864649393006
Bench 3294,1301209437.0,230063.0,237932.0,747007937.0,4656148937.0,1.7419,0.2795,1,1.7418950623546052,0.2794604413660318,5655.883114625124,5468.829064606694
Bench 3295,1069559815.0,229821.0,238067.0,678226965.0,3743718910.0,1.577,0.2857,1,1.5769939418436423,0.285694476725551,4653.881999469152,4492.684055328962
Bench 3297,4014647302.0,65838776.0,65836148.0,562012034.0,6467212041.0,7.1433,0.6208,1,7.143347578212177,0.6207693943771219,60.97694316188381,60.9793771956403
Bench 3311,335019797.0,78610731.0,82782495.0,1046515540.0,689522578.0,0.3201,0.4859,1,0.32012883153173244,0.48587212034701494,4.261756540592403,4.046988400144258
Bench 3321,4590842133.0,194854712.0,194967918.0,435108636.0,8635635401.0,10.551,0.5316,1,10.551025084687126,0.5316160212679178,23.56033418889044,23.546654137220667
Bench 3331,4145253.0,6239988.0,6267732.0,47408118.0,9326022.0,0.0874,0.4445,1,0.08743761986080105,0.4444824384930681,0.6643046428935441,0.6613641106543803
Bench 3364,4666205285.0,157881.0,164532.0,1720134515.0,,2.7127,,1,2.712697899094246,,29555.20477448205,28360.47264361948
Bench 3384,9373933411.0,53269040.0,53384784.0,2172596360.0,17659932079.0,4.3146,0.5308,1,4.314622625529944,0.5308023478837073,175.97338737473024,175.59185799084622
Bench 3385,861841.0,83991.0,88991.0,31836320.0,1300308.0,0.0271,0.6628,1,0.02707099941199234,0.6627975833417928,10.26111130954507,9.684586081738603
Bench 3388,265940782.0,12065005.0,12098004.0,1606908563.0,385292085.0,0.1655,0.6902,1,0.16549839121119925,0.6902316251837876,22.04232671267024,21.98220317996258
Bench 3395,19208435.0,16646.0,25696.0,41839303.0,38231436.0,0.4591,0.5024,1,0.4591002627362124,0.5024251508627612,1153.9369818575033,747.5262686799501
Bench 3399,165283420.0,982781.0,989359.0,42302657.0,189600497.0,3.9072,0.8717,1,3.9071640346373515,0.8717457106665707,168.17929935560414,167.06111734971836
Bench 3402,801568225.0,71091.0,79052.0,338349037.0,1631266507.0,2.3691,0.4914,1,2.3690572082225256,0.49137784755608915,11275.241943424624,10139.758956130143
Bench 3403,1729445237.0,63816572.0,63407662.0,584124733.0,4730656891.0,2.9607,0.3656,1,2.9607464626908717,0.3655824712822108,27.10025284654901,27.27501980754313
Bench 3417,327603276.0,11779627.0,11808336.0,983235452.0,1238942444.0,0.3332,0.2644,1,0.33318903964825713,0.26442170706680546,27.811005900271716,27.743390431979577
Bench 3451,4737611905.0,35467129.0,35489605.0,718599108.0,7762344788.0,6.5928,0.6103,1,6.592844121648979,0.6103325778988832,133.57754175704494,133.49294546952552
Bench 3454,5644252.0,36444.0,42240.0,87098268.0,12855226.0,0.0648,0.4391,1,0.06480326336684444,0.4390628371683236,154.8746570080123,133.62339015151514
Bench 3458,3265969930.0,25251684.0,25306159.0,135773774.0,2447833078.0,24.0545,1.3342,1,24.0544976675687,1.3342290204969605,129.33671789968542,129.05830276337076
Bench 3474,1027472052.0,30749.0,38429.0,364660962.0,1077785146.0,2.8176,0.9533,1,2.8176091193441213,0.9533180669758461,33414.81192884321,26736.892763277734
Bench 3480,190924990.0,188778453.0,188164813.0,289923753.0,456642557.0,0.6585,0.4181,1,0.6585351770056591,0.4181059935681816,1.0113706673928513,1.014668932814766
Bench 3491,92866348.0,63173043.0,63201573.0,600006113.0,312923792.0,0.1548,0.2968,1,0.15477566976055127,0.2967698537923892,1.470031260010698,1.4693676690610216
Bench 3499,94305425.0,31376292.0,31393426.0,276440248.0,240882100.0,0.3411,0.3915,1,0.34114216610021275,0.3915003439441951,3.005626828052212,3.003986407854944
Bench 3530,186393703.0,1209084.0,1212319.0,26083994.0,126255104.0,7.1459,1.4763,1,7.145903460950037,1.4763260818350759,154.16108640921559,153.74971686495056
Bench 3531,905734440.0,1279427693.0,1303924165.0,1382756504.0,3229126097.0,0.655,0.2805,1,0.6550209218903807,0.2804890279266168,0.7079215534847736,0.6946220219793227
Bench 3542,7361195.0,502275.0,506813.0,36162317.0,9426794.0,0.2036,0.7809,1,0.20355982720908067,0.7808800107438436,14.655706535264546,14.524479443108207
Bench 3546,3716222219.0,6580371687.0,6578446258.0,5427047217.0,9113708711.0,0.6848,0.4078,1,0.6847595147798029,0.4077617945496349,0.5647435123371018,0.5649088057048014
Bench 3549,7194027.0,53614.0,60312.0,33378910.0,11037744.0,0.2155,0.6518,1,0.2155261211345727,0.6517660674137759,134.1818741373522,119.28019299641862
Bench 355,328938452.0,499084637.0,499539161.0,1303916708.0,1015631639.0,0.2523,0.3239,1,0.2522695276330488,0.3238757432998796,0.6590835053093409,0.6584838140447612
Bench 360,2000434076.0,36168.0,43018.0,726969461.0,9201859411.0,2.7517,0.2174,1,2.751744307454478,0.2173945489330841,55309.50221190002,46502.256636756705
Bench 3613,350774650.0,2001156.0,2010523.0,83569345.0,1325185901.0,4.1974,0.2647,1,4.19740815247505,0.2646984470143408,175.28600968640126,174.4693544913438
Bench 3625,659120.0,23077.0,30592.0,32389083.0,989006.0,0.0204,0.6664,1,0.02035006671846807,0.6664469174100056,28.561771460761797,21.54550209205021
Bench 364,24155458.0,53576.0,60765.0,116788914.0,36774586.0,0.2068,0.6569,1,0.2068300592297656,0.6568519357362718,450.8634089890996,397.52255410186785
Bench 3642,52169482.0,19356504.0,19372006.0,65746313.0,79149210.0,0.7935,0.6591,1,0.7934966938754421,0.6591282717793393,2.6951913424035663,2.693034577833602
Bench 3644,111828859.0,2478410.0,2431680.0,350616384.0,149578772.0,0.3189,0.7476,1,0.31894932496936595,0.7476251977787329,45.12121037277932,45.98831219568364
Bench 3664,-1.0,435755.0,443396.0,,,,,1,,,-2.2948675287719017e-06,-2.2553203005890896e-06
Bench 3702,-1.0,370140706.0,368308763.0,,,,,1,,,-2.7016752920982433e-09,-2.715113243178523e-09
Bench 3704,305770324.0,22729.0,30718.0,127953655.0,345143260.0,2.3897,0.8859,1,2.389695894189189,0.8859229179210975,13452.871837740331,9954.10912168761
Bench 3717,20343261.0,4149240.0,4143124.0,54554483.0,49466272.0,0.3729,0.4113,1,0.3728980622912328,0.4112551881815553,4.902888480782023,4.910126030502587
Bench 3745,42336679.0,121859.0,130109.0,123459946.0,160279895.0,0.3429,0.2641,1,0.3429183340157949,0.26414216829877507,347.4234894427166,325.3939312422661
Bench 3770,3620987600.0,803566362.0,807438551.0,8814779392.0,17588882437.5,0.4108,0.2059,1,0.41078595832883663,0.20586797443593977,4.50614631377514,4.484536433782439
Bench 3772,1332856157.0,17770.0,27031.0,3320234466.0,7746984759.0,0.4014,0.172,1,0.40143434767898706,0.1720483773317825,75005.97394485088,49308.42946986793
Bench 3776,4571876199.0,7419766781.0,7447396539.0,18749295884.0,,0.2438,,1,0.24384255426367668,,0.6161751890514037,0.6138891859804056
Bench 3778,288988414.0,337188715.0,337129187.0,1023091152.0,589994714.0,0.2825,0.4898,1,0.28246594981792983,0.48981525959908856,0.8570524491010917,0.8572037816470633
Bench 3779,36301752.0,31963346.0,32004799.0,65608373.0,312618635.0,0.5533,0.1161,1,0.5533097429500348,0.11612152295399793,1.1357306584861298,1.1342596464986392
Bench 3792,333441052.0,1927372.0,1932924.0,39212606.0,273741125.0,8.5034,1.2181,1,8.503414743717874,1.2180889955793088,173.00295531947128,172.50603334637057
Bench 3793,419788473.0,651189180.0,651138775.0,1648266623.0,1733442879.0,0.2547,0.2422,1,0.2546848107837951,0.24217035247343735,0.6446490296414323,0.6446989322667814
Bench 396,11498014040.0,69389141.0,69446332.0,2462666774.0,26161073064.0,4.6689,0.4395,1,4.668928074797667,0.4395085022648519,165.7033632971476,165.5669019351519
Bench 401,82614761.0,7796169.0,7784998.0,292018576.0,578112245.0,0.2829,0.1429,1,0.28290926601874805,0.14290436107264948,10.596840704710223,10.612046528464106
Bench 4104,659783.0,169834.0,174157.0,22560802.0,995187.0,0.0292,0.663,1,0.029244660717291877,0.6629738933486873,3.884869931815773,3.7884380185694515
Bench 4106,859854012.0,2589109581.0,2591119697.0,828087477.0,3557483543.0,1.0384,0.2417,1,1.038361327616116,0.24170287834273194,0.33210414047747483,0.3318465036545936
Bench 4111,58477537.0,7828656.0,7831542.0,218290392.0,103679264.0,0.2679,0.564,1,0.2678887351120795,0.5640234579597324,7.4696776815841694,7.46692503213288
Bench 4123,594550758.0,29861.0,37893.0,334153871.0,662939624.0,1.7793,0.8968,1,1.779272393944525,0.8968399782964248,19910.611098087807,15690.253028263796
Bench 4126,276691876.0,347438.0,395439.0,501848686.0,485184322.0,0.5513,0.5703,1,0.5513452236078984,0.570281980381056,796.3777019209183,699.7081117441628
Bench 413,9630936.0,6886623.0,6845881.0,72761147.0,14150364.0,0.1324,0.6806,1,0.13236371878524675,0.6806140110600688,1.3984990901926821,1.4068219999734146
Bench 4162,4944998.0,3150340.0,3054349.0,42696738.0,10202488.0,0.1158,0.4847,1,0.1158167633321309,0.4846855002426859,1.5696712100916093,1.6190022816646035
Bench 4167,3462471.0,2491256.0,2475120.0,36917603.0,6597364.0,0.0938,0.5248,1,0.09378916068846616,0.5248264306774645,1.3898495377432107,1.398910355861534
Bench 417,35955571.0,2146371.0,2188066.0,227341299.0,91843706.0,0.1582,0.3915,1,0.15815679402799576,0.39148649990234496,16.75179687015898,16.432580644276726
Bench 4171,89713201.0,227967.0,233986.0,105306582.0,203398893.0,0.8519,0.4411,1,0.8519239661581648,0.441070252039179,393.53591089938453,383.4126870838426
Bench 4180,69563435.0,43718.0,51845.0,49714963.0,214200796.0,1.3992,0.3248,1,1.399245434417803,0.3247580601894682,1591.1852097534197,1341.757835856881
Bench 4181,199725509.0,9130430.0,9162828.0,1056900035.0,552565254.0,0.189,0.3615,1,0.18897294198689282,0.3614514440678168,21.874710062943365,21.797365289406283
Bench 4184,25320299.0,15934.0,24140.0,80457606.0,39953828.0,0.3147,0.6337,1,0.3147036092523061,0.6337389999276164,1589.0736161666875,1048.8939105219551
Bench 4195,750553.0,1945105.0,1955622.0,25870023.0,2004584.0,0.029,0.3744,1,0.02901245971060791,0.3744183331803506,0.38586760097783923,0.3837924711421737
Bench 4201,36879253.0,1385495.0,1409004.0,192355350.0,80833072.0,0.1917,0.4562,1,0.191724602409031,0.4562396564614048,26.618106164222894,26.173987440773768
Bench 4210,812497.0,16648.0,25694.0,59108022.0,1010107.0,0.0137,0.8044,1,0.013745968356038035,0.8043672601021475,48.80448101874099,31.622051840896706
Bench 4237,4447928279.0,1889151854.0,1921363196.0,5430661107.0,4767915765.0,0.819,0.9329,1,0.8190399274347502,0.9328873449592078,2.3544577793374146,2.314985676971404
Bench 4238,9353658.0,43604.0,52155.0,113780145.0,24802836.0,0.0822,0.3771,1,0.08220817436996587,0.3771205034779087,214.51376020548574,179.34345700316365
Bench 4245,128995804.0,30406.0,40116.0,112711938.0,258122900.0,1.1445,0.4997,1,1.1444733032626944,0.49974567928688235,4242.445701506282,3215.5699471532557
Bench 4255,28905523.0,470266.0,494920.0,65309531.0,39475975.0,0.4426,0.7322,1,0.44259272050200454,0.73223075554182,61.46632544134596,58.40443506021175
Bench 4266,1195204909.0,2842548384.0,2841987241.0,4934592388.0,5376245913.0,0.2422,0.2223,1,0.24220945014759748,0.2223121725347313,0.42046950395902216,0.42055252457060555
Bench 4276,12849080.0,159142.0,167244.0,39823360.0,60560406.0,0.3227,0.2122,1,0.3226518304834148,0.21216964760771254,80.73971673096983,76.82834660735213
Bench 4286,28042969382.0,70532260.0,70546711.0,9242583116.0,113235319133.0,3.0341,0.2477,1,3.0341051879159537,0.24765214242971545,397.59068236293575,397.50923869434536
Bench 4291,1324134401.0,7863217.0,7874162.0,289557540.0,2775941301.0,4.573,0.477,1,4.572957765147473,0.4770037466292952,168.3960141250076,168.16194548702452
Bench 4292,7589395341.0,34516397.0,34525906.0,1063832149.0,23807090929.0,7.134,0.3188,1,7.134015782596921,0.3187871783089286,219.87797106980778,219.81741307527165
Bench 4293,-1.0,241725561.0,242083807.0,,,,,1,,,-4.136922863527867e-09,-4.130800867651589e-09
Bench 4311,141132384.0,7511771.0,7532033.0,972799827.0,603884808.0,0.1451,0.2337,1,0.14507854553720023,0.23370745898943032,18.788163803183032,18.737621569103588
Bench 433,19781964.0,6887790.0,6873052.0,45782718.0,24643346.0,0.4321,0.8027,1,0.4320836521763518,0.8027304409068476,2.872033555029988,2.8781921044682917
Bench 4333,9737028.0,3607888.0,3612596.0,46679643.0,5266255.0,0.2086,1.8489,1,0.20859259784827403,1.848947306957221,2.6988165929762786,2.695299446713665
Bench 4379,642673616.0,1372187451.0,1393984190.0,644238230.0,1579925872.0,0.9976,0.4068,1,0.9975713735585049,0.40677453758412785,0.46835701312648137,0.46103364773455574
Bench 4416,1049606273.0,1850476390.0,1850460106.0,1443745918.0,4446156148.0,0.727,0.2361,1,0.7270020714268091,0.23607049281706874,0.567208681327731,0.5672136727491276
Bench 4421,2138690301.0,573307827.0,573381707.0,7467071040.0,14121118573.0,0.2864,0.1515,1,0.2864162252566436,0.15145332077936374,3.7304397398363096,3.729959074191392
Bench 4422,32245776.0,203575.0,212252.0,70657664.0,52586793.0,0.4564,0.6132,1,0.4563662902866418,0.6131915289072677,158.39752425396046,151.92213029794772
Bench 4430,174507240.0,985605.0,1011992.0,85101275.0,619025291.0,2.0506,0.2819,1,2.05058314343704,0.28190647868052937,177.05596055214818,172.43934734661934
Bench 4434,38097502.0,443217.0,451208.0,65962394.0,178141664.0,0.5776,0.2139,1,0.5775639677359193,0.21386070582567365,85.95677061123558,84.4344559493626
Bench 4435,142105882.0,116941977.0,116972124.0,922001697.0,473614246.0,0.1541,0.3,1,0.15412757098211718,0.3000456240499151,1.215182825239905,1.2148696385131896
Bench 4441,639883866.0,214172152.0,214198594.0,712138718.0,9131277420.0,0.8985,0.0701,1,0.8985382339512117,0.07007605141844436,2.9877080657993296,2.987339244626414
Bench 4444,250377498.0,21039464.0,21219980.0,315366813.0,429649851.0,0.7939,0.5827,1,0.793924686044882,0.5827477826822288,11.900374363149176,11.799139207482758
Bench 4451,10314321.0,160396.0,171265.0,49397301.0,8581727.0,0.2088,1.2019,1,0.2088033311779524,1.2018933951173232,64.30535050749396,60.22433655446238
Bench 4459,31474759.0,5907.0,12261.0,70277932.0,55545932.0,0.4479,0.5666,1,0.4478612005828515,0.5666438183087827,5328.383104790926,2567.0629638691785
Bench 4462,5503470.0,7844572.0,7831694.0,50086315.0,15639285.0,0.1099,0.3519,1,0.10987971464860212,0.3519003586161388,0.7015640878814039,0.7027177006660372
